data,hora,rodovia,km,municipio,tipo,gravidade,latitude,longitude
2022-12-08,12:32:00,101.0,107,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.919193,-35.264118
2022-12-08,17:45:00,304.0,295,MACAIBA,Colisão transversal,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-08,17:45:00,304.0,295,MACAIBA,Colisão transversal,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-08,17:45:00,304.0,295,MACAIBA,Colisão transversal,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-08,18:40:00,226.0,317,JANDUIS,Colisão traseira,Com Vítimas Fatais,-6.04743897,-37.46433702
2022-12-08,18:40:00,226.0,317,JANDUIS,Colisão traseira,Com Vítimas Fatais,-6.04743897,-37.46433702
2022-12-08,19:10:00,304.0,39,MOSSORO,Tombamento,Com Vítimas Feridas,-5.18846685,-37.37410298
2022-12-09,08:30:00,304.0,205,LAJES,Capotamento,Com Vítimas Feridas,-5.73614918,-36.12156203
2022-12-09,08:30:00,304.0,205,LAJES,Capotamento,Com Vítimas Feridas,-5.73614918,-36.12156203
2022-12-09,08:30:00,304.0,205,LAJES,Colisão com objeto,Com Vítimas Feridas,-5.73614918,-36.12156203
2022-12-09,08:30:00,304.0,205,LAJES,Colisão com objeto,Com Vítimas Feridas,-5.73614918,-36.12156203
2022-12-09,08:30:00,304.0,205,LAJES,Saída de leito carroçável,Com Vítimas Feridas,-5.73614918,-36.12156203
2022-12-09,08:30:00,304.0,205,LAJES,Saída de leito carroçável,Com Vítimas Feridas,-5.73614918,-36.12156203
2022-12-09,09:29:00,101.0,83,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.771044,-35.266171
2022-12-09,09:29:00,101.0,83,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.771044,-35.266171
2022-12-09,09:29:00,101.0,83,NATAL,Tombamento,Com Vítimas Feridas,-5.771044,-35.266171
2022-12-09,09:29:00,101.0,83,NATAL,Tombamento,Com Vítimas Feridas,-5.771044,-35.266171
2022-12-09,09:29:00,101.0,83,NATAL,Colisão traseira,Com Vítimas Feridas,-5.771044,-35.266171
2022-12-09,09:29:00,101.0,83,NATAL,Colisão traseira,Com Vítimas Feridas,-5.771044,-35.266171
2022-12-09,15:30:00,101.0,94,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-09,15:30:00,101.0,94,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-09,15:30:00,101.0,94,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-03,19:10:00,101.0,102,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2022-12-03,19:10:00,101.0,102,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.88861,-35.24033
2022-12-10,06:40:00,101.0,94,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-10,06:40:00,101.0,94,NATAL,Atropelamento de Pedestre,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-10,11:04:00,101.0,103,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.89034022,-35.24894996
2022-12-10,11:04:00,101.0,103,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.89034022,-35.24894996
2022-12-10,11:04:00,101.0,103,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.89034022,-35.24894996
2022-12-10,21:00:00,304.0,30,MOSSORO,Saída de leito carroçável,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-10,21:00:00,304.0,30,MOSSORO,Saída de leito carroçável,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-10,21:00:00,304.0,30,MOSSORO,Saída de leito carroçável,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-10,21:00:00,304.0,30,MOSSORO,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-10,21:00:00,304.0,30,MOSSORO,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-10,21:00:00,304.0,30,MOSSORO,Colisão lateral sentido oposto,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-11,10:15:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-11,10:15:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-11,10:15:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-11,21:30:00,304.0,33,MOSSORO,Colisão traseira,Com Vítimas Fatais,-5.153118,-37.348802
2022-12-11,21:30:00,304.0,33,MOSSORO,Colisão traseira,Com Vítimas Fatais,-5.153118,-37.348802
2022-12-11,21:30:00,304.0,33,MOSSORO,Colisão traseira,Com Vítimas Fatais,-5.153118,-37.348802
2022-12-13,19:15:00,427.0,76,JARDIM DO SERIDO,Atropelamento de Animal,Com Vítimas Feridas,-6.53731187,-36.94324493
2022-12-14,11:00:00,101.0,107,PARNAMIRIM,Colisão traseira,Sem Vítimas,-5.919193,-35.264118
2022-12-14,11:00:00,101.0,107,PARNAMIRIM,Colisão traseira,Sem Vítimas,-5.919193,-35.264118
2022-12-14,14:30:00,101.0,94,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-14,14:30:00,101.0,94,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-14,14:30:00,101.0,94,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-14,17:25:00,101.0,83,NATAL,Colisão traseira,Sem Vítimas,-5.771044,-35.266171
2022-12-14,17:25:00,101.0,83,NATAL,Colisão traseira,Sem Vítimas,-5.771044,-35.266171
2022-12-15,20:32:00,226.0,4,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.81613562,-35.24908846
2022-12-15,20:32:00,226.0,4,NATAL,Atropelamento de Animal,Com Vítimas Feridas,-5.81613562,-35.24908846
2022-04-27,08:30:00,101.0,99,NATAL,Colisão transversal,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão transversal,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão transversal,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão transversal,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão traseira,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão traseira,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão traseira,Com Vítimas Feridas,-5.87365,-35.220673
2022-04-27,08:30:00,101.0,99,NATAL,Colisão traseira,Com Vítimas Feridas,-5.87365,-35.220673
2022-12-16,15:40:00,304.0,216,CAICARA DO RIO DO VENTO,Colisão frontal,Com Vítimas Feridas,-5.75614196,-36.02459399
2022-12-16,15:40:00,304.0,216,CAICARA DO RIO DO VENTO,Colisão frontal,Com Vítimas Feridas,-5.75614196,-36.02459399
2022-12-16,15:40:00,304.0,216,CAICARA DO RIO DO VENTO,Colisão frontal,Com Vítimas Feridas,-5.75614196,-36.02459399
2022-12-16,17:13:00,304.0,300,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.8737673,-35.3150361
2022-12-16,17:13:00,304.0,300,PARNAMIRIM,Tombamento,Com Vítimas Feridas,-5.8737673,-35.3150361
2022-12-16,17:13:00,304.0,300,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.8737673,-35.3150361
2022-12-16,17:13:00,304.0,300,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.8737673,-35.3150361
2022-12-16,16:10:00,304.0,198,LAJES,Colisão traseira,Com Vítimas Feridas,-5.71529329,-36.19000118
2022-12-16,16:10:00,304.0,198,LAJES,Colisão traseira,Com Vítimas Feridas,-5.71529329,-36.19000118
2022-12-17,07:50:00,101.0,97,NATAL,Colisão traseira,Com Vítimas Feridas,-5.857612,-35.212723
2022-12-17,07:50:00,101.0,97,NATAL,Colisão traseira,Com Vítimas Feridas,-5.857612,-35.212723
2022-12-17,07:50:00,101.0,97,NATAL,Colisão com objeto,Com Vítimas Feridas,-5.857612,-35.212723
2022-12-17,07:50:00,101.0,97,NATAL,Colisão com objeto,Com Vítimas Feridas,-5.857612,-35.212723
2022-12-17,16:40:00,304.0,287,MACAIBA,Colisão traseira,Sem Vítimas,-5.88694981,-35.48062048
2022-12-17,16:40:00,304.0,287,MACAIBA,Colisão traseira,Sem Vítimas,-5.88694981,-35.48062048
2022-12-17,16:40:00,304.0,287,MACAIBA,Colisão traseira,Sem Vítimas,-5.88694981,-35.48062048
2022-12-18,09:50:00,101.0,108,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.92823,-35.264656
2022-12-18,09:50:00,101.0,108,PARNAMIRIM,Colisão traseira,Com Vítimas Feridas,-5.92823,-35.264656
2022-12-18,19:18:00,304.0,32,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.13933087,-37.3456192
2022-12-18,19:18:00,304.0,32,MOSSORO,Tombamento,Com Vítimas Feridas,-5.13933087,-37.3456192
2022-12-18,19:18:00,304.0,32,MOSSORO,Colisão com objeto,Com Vítimas Feridas,-5.13933087,-37.3456192
2022-12-19,06:00:00,101.0,159,CANGUARETAMA,Colisão com objeto,Com Vítimas Feridas,-6.36312911,-35.15714218
2022-12-19,06:00:00,101.0,159,CANGUARETAMA,Capotamento,Com Vítimas Feridas,-6.36312911,-35.15714218
2022-12-19,11:20:00,405.0,76,APODI,Tombamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,11:20:00,405.0,76,APODI,Tombamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,11:20:00,405.0,76,APODI,Tombamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,11:20:00,405.0,76,APODI,Tombamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,11:20:00,405.0,76,APODI,Engavetamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,11:20:00,405.0,76,APODI,Engavetamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,11:20:00,405.0,76,APODI,Engavetamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,11:20:00,405.0,76,APODI,Engavetamento,Sem Vítimas,-5.652425,-37.799461
2022-12-19,15:50:00,101.0,122,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.0525261,-35.24358535
2022-12-19,15:50:00,101.0,122,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.0525261,-35.24358535
2022-12-19,17:25:00,304.0,35,MOSSORO,Colisão com objeto,Com Vítimas Feridas,-5.16149497,-37.35068212
2022-12-19,17:25:00,304.0,35,MOSSORO,Colisão com objeto,Com Vítimas Feridas,-5.16149497,-37.35068212
2022-12-21,21:50:00,304.0,295,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-21,21:50:00,304.0,295,MACAIBA,Queda de ocupante de veículo,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-21,21:50:00,304.0,295,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-21,21:50:00,304.0,295,MACAIBA,Tombamento,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-21,21:50:00,304.0,295,MACAIBA,Colisão com objeto,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-21,21:50:00,304.0,295,MACAIBA,Colisão com objeto,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-21,21:50:00,304.0,295,MACAIBA,Saída de leito carroçável,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-21,21:50:00,304.0,295,MACAIBA,Saída de leito carroçável,Com Vítimas Feridas,-5.86605927,-35.35822096
2022-12-22,05:45:00,427.0,96,CAICO,Saída de leito carroçável,Com Vítimas Feridas,-6.47209102,-37.07715101
2022-09-30,05:48:00,101.0,79,NATAL,Colisão transversal,Com Vítimas Feridas,-5.74962896,-35.28918369
2022-09-30,05:48:00,101.0,79,NATAL,Colisão transversal,Com Vítimas Feridas,-5.74962896,-35.28918369
2022-09-30,05:48:00,101.0,79,NATAL,Colisão transversal,Com Vítimas Feridas,-5.74962896,-35.28918369
2022-12-23,04:30:00,304.0,24,MOSSORO,Capotamento,Sem Vítimas,-5.06488233,-37.33287055
2022-12-23,04:30:00,304.0,24,MOSSORO,Capotamento,Sem Vítimas,-5.06488233,-37.33287055
2022-12-23,04:30:00,304.0,24,MOSSORO,Saída de leito carroçável,Sem Vítimas,-5.06488233,-37.33287055
2022-12-23,04:30:00,304.0,24,MOSSORO,Saída de leito carroçável,Sem Vítimas,-5.06488233,-37.33287055
2022-12-23,09:40:00,226.0,47,BOM JESUS,Tombamento,Sem Vítimas,-5.97947077,-35.57733515
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-23,14:45:00,304.0,142,ANGICOS,Colisão frontal,Com Vítimas Fatais,-5.6694575,-36.66360592
2022-12-20,17:05:00,406.0,171,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.76172663,-35.29115323
2022-12-20,17:05:00,406.0,171,SAO GONCALO DO AMARANTE,Queda de ocupante de veículo,Com Vítimas Feridas,-5.76172663,-35.29115323
2022-12-20,17:05:00,406.0,171,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.76172663,-35.29115323
2022-12-20,17:05:00,406.0,171,SAO GONCALO DO AMARANTE,Colisão transversal,Com Vítimas Feridas,-5.76172663,-35.29115323
2022-12-25,05:30:00,101.0,85,SAO GONCALO DO AMARANTE,Colisão com objeto,Sem Vítimas,-5.777664,-35.249371
2022-12-25,05:30:00,101.0,85,SAO GONCALO DO AMARANTE,Capotamento,Sem Vítimas,-5.777664,-35.249371
2022-12-25,07:30:00,101.0,144,GOIANINHA,Colisão traseira,Com Vítimas Feridas,-6.244042,-35.21729
2022-12-25,07:30:00,101.0,144,GOIANINHA,Colisão traseira,Com Vítimas Feridas,-6.244042,-35.21729
2022-12-20,18:35:00,304.0,87,ACU,Atropelamento de Animal,Sem Vítimas,-5.5144511,-37.12327307
2022-12-20,18:35:00,304.0,87,ACU,Atropelamento de Animal,Sem Vítimas,-5.5144511,-37.12327307
2022-12-21,11:30:00,405.0,1,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.19170196,-37.361471
2022-12-21,11:30:00,405.0,1,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.19170196,-37.361471
2022-12-21,11:30:00,405.0,1,MOSSORO,Tombamento,Com Vítimas Feridas,-5.19170196,-37.361471
2022-12-21,11:30:00,405.0,1,MOSSORO,Tombamento,Com Vítimas Feridas,-5.19170196,-37.361471
2022-12-21,11:30:00,405.0,1,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.19170196,-37.361471
2022-12-21,11:30:00,405.0,1,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.19170196,-37.361471
2022-12-26,06:40:00,304.0,299,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.87095859,-35.32359587
2022-12-26,06:40:00,304.0,299,MACAIBA,Colisão traseira,Com Vítimas Feridas,-5.87095859,-35.32359587
2022-12-26,07:30:00,406.0,170,SAO GONCALO DO AMARANTE,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.75917255,-35.29731274
2022-12-26,07:30:00,406.0,170,SAO GONCALO DO AMARANTE,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.75917255,-35.29731274
2022-12-26,07:30:00,406.0,170,SAO GONCALO DO AMARANTE,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.75917255,-35.29731274
2022-11-27,02:15:00,101.0,96,NATAL,Colisão traseira,Sem Vítimas,-5.84949622,-35.20890752
2022-11-27,02:15:00,101.0,96,NATAL,Colisão traseira,Sem Vítimas,-5.84949622,-35.20890752
2022-12-26,18:00:00,406.0,151,CEARA-MIRIM,Colisão traseira,Sem Vítimas,-5.65094554,-35.42341594
2022-12-26,18:00:00,406.0,151,CEARA-MIRIM,Colisão traseira,Sem Vítimas,-5.65094554,-35.42341594
2022-12-26,18:00:00,406.0,151,CEARA-MIRIM,Colisão traseira,Sem Vítimas,-5.65094554,-35.42341594
2022-12-26,18:00:00,406.0,151,CEARA-MIRIM,Colisão traseira,Sem Vítimas,-5.65094554,-35.42341594
2022-12-26,17:30:00,101.0,84,NATAL,Tombamento,Com Vítimas Feridas,-5.774175,-35.257801
2022-12-27,06:09:00,101.0,159,CANGUARETAMA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.36312911,-35.15714218
2022-12-27,06:09:00,101.0,159,CANGUARETAMA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.36312911,-35.15714218
2022-12-27,06:09:00,101.0,159,CANGUARETAMA,Atropelamento de Pedestre,Com Vítimas Feridas,-6.36312911,-35.15714218
2022-10-29,16:31:00,101.0,104,PARNAMIRIM,Colisão lateral mesmo sentido,Sem Vítimas,-5.892745,-35.257225
2022-10-29,16:31:00,101.0,104,PARNAMIRIM,Colisão lateral mesmo sentido,Sem Vítimas,-5.892745,-35.257225
2022-10-29,16:31:00,101.0,104,PARNAMIRIM,Colisão lateral mesmo sentido,Sem Vítimas,-5.892745,-35.257225
2022-12-09,17:16:00,405.0,2,MOSSORO,Colisão traseira,Sem Vítimas,-5.192827,-37.371124
2022-12-09,17:16:00,405.0,2,MOSSORO,Colisão traseira,Sem Vítimas,-5.192827,-37.371124
2022-12-21,11:00:00,405.0,1,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.19170196,-37.361471
2022-12-21,11:00:00,405.0,1,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.19170196,-37.361471
2022-09-20,09:40:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-09-20,09:40:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-09-20,09:40:00,101.0,94,NATAL,Colisão traseira,Com Vítimas Feridas,-5.83176615,-35.21191342
2022-12-29,16:20:00,304.0,90,ACU,Capotamento,Sem Vítimas,-5.52957895,-37.10084897
2022-12-30,09:40:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão traseira,Sem Vítimas,-5.75269453,-35.31535484
2022-12-30,09:40:00,406.0,168,SAO GONCALO DO AMARANTE,Colisão traseira,Sem Vítimas,-5.75269453,-35.31535484
2022-12-30,16:05:00,304.0,31,MOSSORO,Tombamento,Com Vítimas Feridas,-5.125933,-37.342953
2022-12-30,16:05:00,304.0,31,MOSSORO,Tombamento,Com Vítimas Feridas,-5.125933,-37.342953
2022-12-30,16:05:00,304.0,31,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.125933,-37.342953
2022-12-30,16:05:00,304.0,31,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.125933,-37.342953
2022-12-30,16:05:00,304.0,31,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.125933,-37.342953
2022-12-30,16:05:00,304.0,31,MOSSORO,Colisão transversal,Com Vítimas Feridas,-5.125933,-37.342953
2022-12-31,09:00:00,101.0,124,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.07815599,-35.23412006
2022-12-31,09:00:00,101.0,124,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.07815599,-35.23412006
2022-12-31,12:28:00,406.0,146,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.64504995,-35.46805
2022-12-31,12:28:00,406.0,146,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.64504995,-35.46805
2022-12-31,12:28:00,406.0,146,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.64504995,-35.46805
2022-12-31,12:28:00,406.0,146,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.64504995,-35.46805
2022-12-31,12:28:00,406.0,146,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.64504995,-35.46805
2022-12-31,12:28:00,406.0,146,CEARA-MIRIM,Queda de ocupante de veículo,Com Vítimas Feridas,-5.64504995,-35.46805
2022-11-25,04:00:00,101.0,96,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.84949622,-35.20890752
2022-11-25,04:00:00,101.0,96,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.84949622,-35.20890752
2022-11-25,04:00:00,101.0,96,NATAL,Colisão com objeto,Com Vítimas Feridas,-5.84949622,-35.20890752
2022-11-25,04:00:00,101.0,96,NATAL,Colisão com objeto,Com Vítimas Feridas,-5.84949622,-35.20890752
2022-10-30,12:00:00,110.0,47,MOSSORO,Engavetamento,Com Vítimas Feridas,-5.20338376,-37.32563418
2022-10-30,12:00:00,110.0,47,MOSSORO,Engavetamento,Com Vítimas Feridas,-5.20338376,-37.32563418
2022-10-30,12:00:00,110.0,47,MOSSORO,Engavetamento,Com Vítimas Feridas,-5.20338376,-37.32563418
2022-10-30,12:00:00,110.0,47,MOSSORO,Engavetamento,Com Vítimas Feridas,-5.20338376,-37.32563418
2022-10-30,12:00:00,110.0,47,MOSSORO,Engavetamento,Com Vítimas Feridas,-5.20338376,-37.32563418
2022-10-30,12:00:00,110.0,47,MOSSORO,Engavetamento,Com Vítimas Feridas,-5.20338376,-37.32563418
2022-12-22,08:15:00,304.0,30,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-22,08:15:00,304.0,30,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-12-22,08:15:00,304.0,30,MOSSORO,Colisão lateral mesmo sentido,Com Vítimas Feridas,-5.11703801,-37.34100094
2022-11-09,07:20:00,304.0,40,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.196199,-37.3785
2022-11-09,07:20:00,304.0,40,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.196199,-37.3785
2022-11-09,07:20:00,304.0,40,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.196199,-37.3785
2022-11-09,07:20:00,304.0,40,MOSSORO,Queda de ocupante de veículo,Com Vítimas Feridas,-5.196199,-37.3785
2022-11-09,07:20:00,304.0,40,MOSSORO,Tombamento,Com Vítimas Feridas,-5.196199,-37.3785
2022-11-09,07:20:00,304.0,40,MOSSORO,Tombamento,Com Vítimas Feridas,-5.196199,-37.3785
2022-11-09,07:20:00,304.0,40,MOSSORO,Tombamento,Com Vítimas Feridas,-5.196199,-37.3785
2022-11-09,07:20:00,304.0,40,MOSSORO,Tombamento,Com Vítimas Feridas,-5.196199,-37.3785
2022-10-19,20:42:00,101.0,122,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.0525261,-35.24358535
2022-10-19,20:42:00,101.0,122,SAO JOSE DE MIPIBU,Colisão traseira,Com Vítimas Feridas,-6.0525261,-35.24358535
2022-12-23,11:30:00,405.0,131,SAO FRANCISCO DO OESTE,Capotamento,Com Vítimas Feridas,-5.96528486,-38.13128806
2022-12-23,11:30:00,405.0,131,SAO FRANCISCO DO OESTE,Capotamento,Com Vítimas Feridas,-5.96528486,-38.13128806
2022-12-23,11:30:00,405.0,131,SAO FRANCISCO DO OESTE,Capotamento,Com Vítimas Feridas,-5.96528486,-38.13128806
2022-12-23,11:30:00,405.0,131,SAO FRANCISCO DO OESTE,Saída de leito carroçável,Com Vítimas Feridas,-5.96528486,-38.13128806
2022-12-23,11:30:00,405.0,131,SAO FRANCISCO DO OESTE,Saída de leito carroçável,Com Vítimas Feridas,-5.96528486,-38.13128806
2022-12-23,11:30:00,405.0,131,SAO FRANCISCO DO OESTE,Saída de leito carroçável,Com Vítimas Feridas,-5.96528486,-38.13128806
2022-06-18,11:05:00,226.0,3,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.82085671,-35.25187091
2022-06-18,11:05:00,226.0,3,NATAL,Queda de ocupante de veículo,Com Vítimas Feridas,-5.82085671,-35.25187091
2022-06-18,11:05:00,226.0,3,NATAL,Tombamento,Com Vítimas Feridas,-5.82085671,-35.25187091
2022-06-18,11:05:00,226.0,3,NATAL,Tombamento,Com Vítimas Feridas,-5.82085671,-35.25187091
2022-06-18,11:05:00,226.0,3,NATAL,Colisão transversal,Com Vítimas Feridas,-5.82085671,-35.25187091
2022-06-18,11:05:00,226.0,3,NATAL,Colisão transversal,Com Vítimas Feridas,-5.82085671,-35.25187091
2022-09-24,22:10:00,304.0,300,MACAIBA,Capotamento,Sem Vítimas,-5.8737673,-35.3150361
2022-09-24,22:10:00,304.0,300,MACAIBA,Capotamento,Sem Vítimas,-5.8737673,-35.3150361
